Candidat_ID,Sexe,Age,Annees_Experience,Mention_Bac,Mention_Licence,Specialite_Licence,Diplome_Superieur,Langues_Parlees,Connaissance_Softwares,experience_management,Stage_Effectue,Recrute
1609,H,27,11,Assez Bien,Très Bien,Sciences,Doctorat,3,4,2,0,1
1610,F,25,1,Passable,Assez Bien,Droit,Bac,2,5,0,0,0
1611,F,28,15,Bien,Assez Bien,Marketing,Bac,2,5,11,1,1
1612,H,39,5,Passable,Assez Bien,Informatique,Licence,1,1,4,0,1
1613,H,28,5,Bien,Assez Bien,Marketing,Licence,2,5,0,1,1
1614,F,37,3,Passable,Passable,Droit,Licence,3,3,2,1,1
1615,F,24,12,Passable,Très Bien,Informatique,Doctorat,4,1,0,1,0
1616,H,25,11,Très Bien,Passable,Marketing,Master,4,3,11,0,0
1617,H,31,15,Assez Bien,Bien,Gestion,Doctorat,3,5,4,0,1
1618,F,27,9,Passable,Bien,Informatique,Doctorat,1,1,0,1,0
1619,H,23,2,Très Bien,Bien,Droit,Master,2,5,2,1,0
1620,H,32,2,Très Bien,Très Bien,Droit,Doctorat,3,2,0,1,0
1621,F,35,9,Très Bien,Assez Bien,Sciences,Licence,3,4,3,1,1
1622,H,23,3,Très Bien,Très Bien,Marketing,Doctorat,2,2,1,1,0
1623,F,33,9,Assez Bien,Passable,Sciences,Doctorat,2,3,4,1,1
1624,F,23,8,Bien,Bien,Informatique,Master,2,5,1,0,0
1625,H,28,8,Bien,Bien,Sciences,Bac,1,1,1,1,1
1626,H,34,1,Bien,Très Bien,Droit,Doctorat,2,4,0,0,0
1627,H,20,11,Assez Bien,Passable,Sciences,Doctorat,4,1,1,1,0
1628,F,33,6,Bien,Très Bien,Marketing,Licence,3,3,3,0,0
1629,F,36,7,Passable,Bien,Sciences,Doctorat,1,4,3,1,1
1630,H,40,6,Très Bien,Très Bien,Sciences,Master,4,4,0,1,1
1631,H,25,14,Très Bien,Très Bien,Gestion,Licence,2,3,8,1,1
1632,H,28,9,Passable,Assez Bien,Sciences,Master,3,2,6,0,1
1633,F,25,7,Passable,Assez Bien,Droit,Doctorat,3,2,6,1,0
1634,F,32,5,Passable,Bien,Gestion,Doctorat,2,1,2,0,1
1635,H,25,6,Passable,Passable,Droit,Master,2,4,4,1,0
1636,H,21,3,Bien,Très Bien,Gestion,Doctorat,4,2,1,0,1
1637,H,21,5,Très Bien,Très Bien,Droit,Doctorat,2,2,5,1,0
1638,H,34,7,Assez Bien,Bien,Gestion,Bac,4,3,0,0,1
1639,F,23,6,Assez Bien,Passable,Droit,Doctorat,4,1,4,1,1
1640,F,20,4,Bien,Assez Bien,Informatique,Bac,1,3,0,0,1
1641,F,39,7,Passable,Très Bien,Marketing,Master,3,5,0,1,1
1642,F,29,9,Passable,Bien,Droit,Bac,1,1,9,0,0
1643,F,25,9,Assez Bien,Assez Bien,Gestion,Licence,2,3,4,1,1
1644,F,21,6,Très Bien,Assez Bien,Gestion,Licence,1,3,3,1,0
1645,F,33,8,Passable,Assez Bien,Informatique,Doctorat,4,4,5,0,0
1646,H,36,8,Très Bien,Bien,Sciences,Doctorat,1,4,1,0,0
1647,H,27,6,Bien,Très Bien,Marketing,Licence,2,3,6,0,0
1648,H,40,6,Bien,Bien,Gestion,Master,1,5,2,0,1
1649,H,31,2,Assez Bien,Assez Bien,Gestion,Master,3,1,0,0,0
1650,H,30,15,Passable,Assez Bien,Informatique,Doctorat,3,1,8,0,1
1651,H,32,10,Passable,Assez Bien,Droit,Doctorat,4,4,4,1,0
1652,H,31,13,Assez Bien,Très Bien,Informatique,Bac,4,1,5,0,1
1653,F,32,5,Bien,Bien,Sciences,Bac,4,4,0,1,0
1654,H,20,10,Très Bien,Bien,Informatique,Doctorat,4,2,2,1,1
1655,H,22,3,Passable,Assez Bien,Droit,Bac,3,2,3,0,1
1656,H,29,8,Bien,Très Bien,Droit,Bac,1,4,4,1,0
1657,H,40,1,Assez Bien,Assez Bien,Informatique,Doctorat,2,4,0,0,1
1658,H,38,14,Bien,Passable,Gestion,Master,1,3,4,1,0
1659,F,22,6,Très Bien,Assez Bien,Droit,Master,2,5,4,0,0
1660,H,24,7,Passable,Bien,Sciences,Bac,4,3,1,1,0
1661,F,31,12,Passable,Très Bien,Gestion,Master,3,5,10,1,1
1662,F,32,0,Assez Bien,Passable,Informatique,Master,3,1,0,0,1
1663,H,23,1,Passable,Assez Bien,Gestion,Master,2,3,0,0,0
1664,F,40,1,Bien,Assez Bien,Informatique,Licence,3,3,0,0,0
1665,H,36,7,Passable,Bien,Marketing,Licence,2,2,6,1,1
1666,H,35,7,Bien,Passable,Informatique,Doctorat,2,2,7,1,0
1667,F,33,13,Très Bien,Bien,Sciences,Bac,2,4,6,0,0
1668,F,28,8,Passable,Bien,Sciences,Doctorat,3,4,3,1,1
1669,H,22,13,Assez Bien,Bien,Sciences,Licence,4,2,4,1,0
1670,H,25,4,Passable,Très Bien,Informatique,Bac,2,1,3,0,0
1671,F,20,7,Bien,Assez Bien,Sciences,Master,2,2,0,1,1
1672,H,21,6,Très Bien,Passable,Informatique,Master,2,2,2,1,1
1673,H,21,12,Assez Bien,Assez Bien,Informatique,Doctorat,4,5,10,0,1
1674,F,38,2,Assez Bien,Très Bien,Marketing,Doctorat,3,5,1,1,1
1675,H,26,15,Assez Bien,Bien,Marketing,Licence,2,4,4,0,0
1676,F,22,2,Passable,Passable,Gestion,Master,4,1,1,0,1
1677,F,34,9,Passable,Passable,Informatique,Bac,4,2,3,1,0
1678,F,21,4,Passable,Très Bien,Informatique,Doctorat,2,4,1,1,0
1679,H,33,0,Bien,Très Bien,Gestion,Licence,3,5,0,1,0
1680,H,37,1,Assez Bien,Assez Bien,Marketing,Master,4,3,0,1,0
1681,H,28,8,Bien,Passable,Droit,Licence,3,4,0,1,1
1682,H,20,10,Très Bien,Très Bien,Informatique,Doctorat,3,1,10,1,0
1683,H,31,11,Bien,Très Bien,Gestion,Master,3,2,11,0,0
1684,F,40,1,Bien,Très Bien,Marketing,Master,4,4,1,1,0
1685,F,33,0,Assez Bien,Passable,Informatique,Licence,1,5,0,0,0
1686,H,27,13,Passable,Très Bien,Informatique,Licence,2,3,12,1,0
1687,F,40,5,Bien,Bien,Informatique,Master,4,1,1,0,1
1688,H,21,9,Bien,Passable,Informatique,Bac,2,3,3,1,0
1689,F,24,5,Bien,Assez Bien,Sciences,Master,3,1,2,0,1
1690,F,26,13,Bien,Passable,Marketing,Doctorat,3,3,2,0,0
1691,H,28,0,Bien,Assez Bien,Marketing,Bac,4,3,0,1,0
1692,H,31,6,Passable,Assez Bien,Gestion,Licence,3,1,6,0,1
1693,F,26,0,Très Bien,Bien,Sciences,Doctorat,3,3,0,1,0
1694,H,24,1,Très Bien,Passable,Marketing,Master,4,1,1,1,1
1695,H,29,8,Très Bien,Passable,Marketing,Bac,1,1,7,0,1
1696,H,39,0,Assez Bien,Très Bien,Informatique,Bac,1,1,0,1,0
1697,F,40,6,Bien,Très Bien,Marketing,Bac,4,5,6,1,1
1698,F,40,0,Bien,Assez Bien,Informatique,Doctorat,4,2,0,1,1
1699,H,32,10,Bien,Bien,Droit,Master,3,4,5,0,1
1700,H,39,14,Passable,Bien,Sciences,Licence,4,4,0,0,0
1701,F,29,9,Passable,Très Bien,Informatique,Bac,1,5,3,0,1
1702,F,36,4,Très Bien,Très Bien,Informatique,Master,1,2,3,0,0
1703,F,23,0,Assez Bien,Bien,Marketing,Master,2,1,0,0,0
1704,F,23,7,Passable,Bien,Droit,Bac,1,5,4,0,0
1705,F,31,13,Très Bien,Très Bien,Marketing,Bac,2,3,9,0,0
1706,F,29,10,Très Bien,Très Bien,Gestion,Doctorat,2,5,4,1,0
1707,H,40,13,Bien,Passable,Informatique,Doctorat,2,1,5,0,0
1708,H,35,1,Bien,Passable,Marketing,Master,2,2,1,1,0
1709,H,29,2,Bien,Passable,Gestion,Bac,4,4,0,1,0
1710,H,38,15,Passable,Passable,Marketing,Doctorat,1,5,12,0,1
1711,F,40,15,Bien,Assez Bien,Informatique,Doctorat,1,4,13,0,1
1712,H,37,13,Bien,Assez Bien,Sciences,Bac,1,1,7,1,1
1713,F,38,13,Assez Bien,Très Bien,Sciences,Bac,4,1,9,1,1
1714,H,37,8,Très Bien,Passable,Informatique,Bac,1,2,2,0,0
1715,F,25,10,Bien,Assez Bien,Droit,Bac,1,2,2,1,0
1716,F,37,6,Assez Bien,Assez Bien,Gestion,Bac,1,1,6,1,0
1717,F,23,3,Très Bien,Très Bien,Marketing,Master,1,5,1,1,0
1718,H,24,12,Assez Bien,Assez Bien,Gestion,Doctorat,1,5,12,1,1
1719,F,34,4,Très Bien,Bien,Informatique,Doctorat,3,4,2,1,1
1720,H,25,9,Passable,Passable,Informatique,Doctorat,1,1,5,1,0
1721,F,36,1,Bien,Bien,Gestion,Licence,4,5,1,0,0
1722,H,27,3,Assez Bien,Assez Bien,Marketing,Licence,1,3,1,1,0
1723,H,30,2,Passable,Bien,Informatique,Master,4,2,0,1,1
1724,H,20,7,Passable,Très Bien,Marketing,Doctorat,3,4,1,1,0
1725,H,35,8,Assez Bien,Passable,Droit,Licence,2,1,3,1,1
1726,F,21,11,Passable,Passable,Informatique,Master,4,1,5,1,1
1727,F,28,0,Passable,Passable,Sciences,Licence,4,2,0,1,0
1728,H,30,15,Assez Bien,Très Bien,Droit,Licence,2,5,7,0,0
1729,H,32,14,Bien,Très Bien,Informatique,Master,3,1,6,0,1
1730,H,23,10,Très Bien,Bien,Marketing,Master,1,4,6,1,1
1731,F,24,9,Passable,Bien,Sciences,Doctorat,3,3,5,1,0
1732,H,21,10,Assez Bien,Assez Bien,Informatique,Bac,3,3,7,1,0
1733,H,36,7,Bien,Bien,Marketing,Master,2,5,7,1,1
1734,H,33,4,Passable,Bien,Gestion,Bac,3,3,3,1,1
1735,F,34,2,Très Bien,Assez Bien,Gestion,Doctorat,2,3,0,0,0
1736,H,27,8,Très Bien,Très Bien,Sciences,Master,4,3,5,1,0
1737,H,39,2,Très Bien,Très Bien,Sciences,Licence,2,3,1,0,1
1738,F,26,5,Très Bien,Très Bien,Droit,Doctorat,4,5,1,1,1
1739,F,40,8,Assez Bien,Assez Bien,Gestion,Master,2,5,4,1,1
1740,H,28,9,Très Bien,Très Bien,Informatique,Doctorat,3,5,1,0,1
1741,H,23,10,Bien,Assez Bien,Sciences,Doctorat,3,2,8,0,1
1742,F,23,12,Assez Bien,Passable,Marketing,Bac,1,5,5,0,1
1743,F,39,10,Très Bien,Bien,Sciences,Licence,3,3,9,0,1
1744,H,35,12,Bien,Passable,Sciences,Master,3,3,5,1,0
1745,H,21,3,Passable,Passable,Droit,Doctorat,1,5,0,1,1
1746,H,22,10,Passable,Assez Bien,Marketing,Master,4,2,1,0,1
1747,H,36,15,Assez Bien,Bien,Sciences,Bac,4,4,8,1,0
1748,F,21,3,Très Bien,Bien,Gestion,Doctorat,1,5,2,1,1
1749,F,40,13,Très Bien,Assez Bien,Gestion,Master,2,5,13,1,0
1750,H,29,11,Bien,Bien,Informatique,Master,3,5,8,0,1
1751,F,39,0,Passable,Bien,Informatique,Bac,3,3,0,0,0
1752,H,21,7,Bien,Très Bien,Sciences,Bac,3,5,3,0,0
1753,F,32,0,Passable,Très Bien,Marketing,Bac,3,2,0,1,1
1754,F,25,5,Très Bien,Passable,Sciences,Doctorat,3,2,5,0,1
1755,F,37,3,Très Bien,Bien,Sciences,Bac,1,2,2,1,0
1756,H,35,7,Bien,Très Bien,Gestion,Master,3,5,5,0,0
1757,F,36,11,Bien,Assez Bien,Gestion,Bac,4,1,10,0,0
1758,H,36,1,Assez Bien,Très Bien,Sciences,Bac,1,1,1,1,0
1759,H,40,4,Bien,Très Bien,Gestion,Master,4,4,2,0,0
1760,H,22,14,Bien,Bien,Droit,Doctorat,3,2,8,0,0
1761,H,40,15,Très Bien,Assez Bien,Marketing,Doctorat,3,1,11,0,1
1762,H,24,3,Bien,Très Bien,Informatique,Bac,2,2,3,0,1
1763,F,21,13,Assez Bien,Passable,Informatique,Doctorat,3,1,11,1,1
1764,H,32,12,Très Bien,Bien,Droit,Licence,1,3,0,0,1
1765,F,25,6,Assez Bien,Passable,Droit,Licence,1,5,3,0,0
1766,H,38,15,Bien,Bien,Gestion,Doctorat,2,1,9,1,1
1767,F,27,4,Passable,Passable,Gestion,Licence,2,1,1,0,1
1768,H,21,14,Passable,Bien,Droit,Bac,1,4,12,0,0
1769,F,39,10,Très Bien,Très Bien,Informatique,Bac,1,3,6,0,0
1770,H,27,6,Très Bien,Très Bien,Sciences,Bac,3,3,5,0,1
1771,H,21,11,Passable,Assez Bien,Droit,Bac,2,1,8,1,1
1772,H,31,14,Assez Bien,Très Bien,Marketing,Bac,4,1,10,1,0
1773,H,37,1,Bien,Bien,Marketing,Master,3,5,0,0,1
1774,H,28,13,Bien,Passable,Sciences,Licence,3,4,11,1,0
1775,F,24,6,Assez Bien,Passable,Gestion,Bac,1,5,1,0,1
1776,F,26,5,Très Bien,Assez Bien,Gestion,Licence,3,5,4,1,1
1777,F,37,14,Bien,Très Bien,Sciences,Master,1,3,0,1,0
1778,F,39,1,Très Bien,Passable,Sciences,Bac,1,3,1,0,0
1779,F,28,14,Très Bien,Très Bien,Droit,Master,4,2,10,1,0
1780,H,34,2,Passable,Bien,Sciences,Bac,1,3,1,1,1
1781,H,29,14,Très Bien,Assez Bien,Marketing,Master,2,2,14,0,1
1782,F,21,5,Bien,Passable,Droit,Bac,2,2,0,1,0
1783,F,23,10,Assez Bien,Assez Bien,Gestion,Master,1,1,6,0,1
1784,H,20,11,Passable,Passable,Gestion,Doctorat,3,5,9,0,0
1785,H,28,14,Bien,Très Bien,Droit,Master,1,4,11,1,1
1786,H,25,10,Passable,Bien,Sciences,Master,1,3,2,0,0
1787,F,34,11,Bien,Bien,Gestion,Master,4,4,2,0,0
1788,H,21,4,Passable,Assez Bien,Gestion,Bac,3,3,3,1,0
1789,H,37,5,Bien,Très Bien,Droit,Master,3,5,5,1,0
1790,H,32,11,Passable,Assez Bien,Informatique,Master,3,5,3,1,1
1791,H,39,9,Assez Bien,Assez Bien,Informatique,Bac,3,1,1,0,1
1792,H,33,6,Assez Bien,Assez Bien,Sciences,Bac,2,5,5,1,1
1793,H,34,10,Passable,Assez Bien,Sciences,Licence,4,1,4,1,0
1794,H,22,9,Bien,Assez Bien,Droit,Bac,3,4,8,0,1
1795,F,36,3,Assez Bien,Très Bien,Sciences,Bac,2,4,3,0,1
1796,F,37,0,Assez Bien,Assez Bien,Gestion,Bac,2,2,0,1,0
1797,H,26,4,Passable,Assez Bien,Informatique,Bac,4,1,2,1,0
1798,H,31,15,Très Bien,Passable,Marketing,Master,1,1,13,1,1
1799,H,24,2,Bien,Passable,Sciences,Doctorat,4,4,1,0,1
1800,H,27,0,Assez Bien,Passable,Sciences,Bac,2,5,0,0,1
1801,H,29,8,Passable,Passable,Sciences,Bac,4,3,4,0,1
1802,H,39,5,Assez Bien,Passable,Informatique,Licence,2,2,1,0,1
1803,H,27,11,Très Bien,Très Bien,Informatique,Master,4,5,9,0,0
1804,H,29,9,Assez Bien,Passable,Droit,Master,1,2,6,1,1
1805,H,32,5,Assez Bien,Passable,Marketing,Licence,4,3,0,0,1
1806,F,28,6,Assez Bien,Très Bien,Marketing,Bac,4,2,6,0,0
1807,H,22,9,Bien,Passable,Informatique,Doctorat,3,5,7,1,1
1808,F,31,6,Bien,Passable,Droit,Bac,2,4,2,1,1
1809,F,32,0,Très Bien,Passable,Informatique,Licence,3,3,0,1,1
1810,F,23,11,Très Bien,Très Bien,Marketing,Master,2,3,1,0,0
1811,H,28,12,Assez Bien,Assez Bien,Informatique,Master,3,2,7,0,0
1812,F,27,2,Bien,Très Bien,Gestion,Master,2,2,1,0,1
1813,H,33,14,Très Bien,Bien,Informatique,Licence,3,4,3,1,0
1814,H,21,9,Passable,Passable,Gestion,Bac,3,1,2,1,1
1815,F,32,13,Passable,Très Bien,Gestion,Licence,3,3,7,0,0
1816,H,31,14,Très Bien,Passable,Droit,Master,4,4,2,0,1
1817,H,36,14,Passable,Bien,Informatique,Doctorat,1,5,9,1,1
1818,H,22,10,Très Bien,Très Bien,Droit,Licence,4,3,10,0,0
1819,F,36,15,Très Bien,Assez Bien,Gestion,Bac,3,3,12,0,0
1820,H,32,8,Bien,Passable,Sciences,Bac,4,1,1,0,1
1821,H,29,12,Assez Bien,Passable,Sciences,Doctorat,4,2,2,0,0
1822,H,31,14,Très Bien,Bien,Informatique,Bac,2,4,6,1,0
1823,F,20,0,Passable,Très Bien,Marketing,Doctorat,1,5,0,1,1
1824,F,27,6,Très Bien,Passable,Sciences,Licence,4,4,5,1,1
1825,H,25,5,Assez Bien,Très Bien,Marketing,Doctorat,3,1,2,0,0
1826,H,33,9,Assez Bien,Passable,Droit,Licence,4,2,5,1,0
1827,H,25,14,Bien,Bien,Gestion,Licence,1,5,2,0,0
1828,H,30,5,Assez Bien,Bien,Marketing,Doctorat,2,4,3,1,0
1829,H,29,3,Bien,Bien,Marketing,Bac,4,4,0,0,0
1830,F,33,5,Assez Bien,Assez Bien,Droit,Licence,2,3,2,0,1
1831,H,26,14,Assez Bien,Très Bien,Droit,Master,3,4,7,0,0
1832,F,34,8,Très Bien,Bien,Marketing,Doctorat,3,3,7,0,1
1833,H,26,10,Assez Bien,Bien,Gestion,Doctorat,1,3,10,0,0
1834,H,30,9,Très Bien,Assez Bien,Sciences,Licence,2,1,9,0,0
1835,H,22,9,Très Bien,Assez Bien,Informatique,Licence,1,1,2,0,1
1836,H,35,3,Bien,Assez Bien,Droit,Licence,1,1,3,0,1
1837,H,22,11,Très Bien,Très Bien,Droit,Master,4,5,8,0,1
1838,H,34,1,Passable,Assez Bien,Marketing,Master,4,1,1,0,1
1839,F,33,4,Bien,Assez Bien,Droit,Licence,2,3,0,1,1
1840,H,31,14,Passable,Passable,Gestion,Master,2,4,3,1,1
1841,H,27,13,Bien,Bien,Marketing,Bac,4,2,11,1,1
1842,F,21,0,Passable,Très Bien,Informatique,Bac,2,5,0,0,1
1843,F,33,13,Bien,Assez Bien,Marketing,Licence,2,2,5,1,1
1844,H,24,6,Assez Bien,Assez Bien,Droit,Master,1,5,6,1,1
1845,F,25,7,Bien,Assez Bien,Sciences,Licence,4,4,3,1,1
1846,F,22,9,Passable,Très Bien,Gestion,Licence,2,2,8,0,1
1847,F,35,3,Très Bien,Très Bien,Sciences,Master,4,4,2,1,1
1848,H,21,15,Assez Bien,Assez Bien,Sciences,Bac,4,5,0,1,1
1849,F,30,6,Bien,Passable,Informatique,Licence,1,2,1,1,1
1850,F,35,5,Passable,Assez Bien,Informatique,Doctorat,3,3,1,1,1
1851,H,28,15,Bien,Passable,Droit,Bac,2,5,5,0,1
1852,F,24,15,Bien,Passable,Informatique,Licence,2,3,5,1,0
1853,F,25,0,Passable,Assez Bien,Marketing,Master,3,3,0,0,1
1854,H,35,3,Assez Bien,Assez Bien,Gestion,Licence,4,3,1,1,0
1855,F,37,10,Passable,Bien,Gestion,Master,4,2,10,1,1
1856,H,25,10,Assez Bien,Bien,Informatique,Bac,4,5,8,0,0
1857,H,34,13,Assez Bien,Très Bien,Marketing,Master,3,5,9,0,1
1858,F,40,11,Passable,Très Bien,Gestion,Licence,4,4,4,0,1
1859,H,20,6,Bien,Très Bien,Marketing,Doctorat,3,1,0,1,0
1860,F,32,7,Assez Bien,Assez Bien,Droit,Bac,1,2,0,0,1
1861,F,27,4,Très Bien,Passable,Droit,Licence,3,5,2,1,0
1862,F,21,13,Très Bien,Très Bien,Droit,Doctorat,2,5,1,1,1
1863,H,25,7,Bien,Très Bien,Gestion,Licence,3,4,6,1,1
1864,F,25,4,Bien,Bien,Droit,Bac,1,5,2,1,1
1865,H,38,1,Bien,Très Bien,Gestion,Master,3,2,0,0,0
1866,F,24,12,Passable,Assez Bien,Informatique,Master,3,5,5,0,1
1867,H,32,6,Passable,Très Bien,Droit,Doctorat,3,5,2,0,1
1868,H,21,1,Passable,Très Bien,Marketing,Licence,2,1,1,1,1
1869,H,24,11,Assez Bien,Très Bien,Marketing,Doctorat,3,5,4,0,0
1870,F,25,10,Bien,Bien,Sciences,Master,2,5,7,0,1
1871,F,22,15,Assez Bien,Assez Bien,Sciences,Licence,2,1,10,0,0
1872,F,37,11,Passable,Passable,Marketing,Master,2,3,10,0,1
1873,H,20,4,Très Bien,Passable,Gestion,Doctorat,2,2,4,1,0
1874,H,23,8,Très Bien,Assez Bien,Gestion,Doctorat,4,1,7,1,0
1875,H,34,1,Très Bien,Passable,Sciences,Bac,3,3,0,1,1
1876,F,40,2,Passable,Assez Bien,Marketing,Licence,4,4,2,1,1
1877,H,40,13,Assez Bien,Passable,Gestion,Doctorat,3,1,3,0,0
1878,H,38,8,Très Bien,Très Bien,Droit,Doctorat,4,1,2,1,0
1879,H,21,12,Passable,Bien,Gestion,Bac,3,2,2,0,0
1880,H,37,14,Assez Bien,Passable,Sciences,Bac,3,1,5,0,0
1881,F,39,4,Passable,Très Bien,Sciences,Bac,3,5,4,1,0
1882,F,36,0,Bien,Bien,Informatique,Bac,2,3,0,0,0
1883,H,23,1,Assez Bien,Bien,Marketing,Bac,3,4,1,1,1
1884,F,25,1,Bien,Très Bien,Sciences,Licence,1,5,0,1,0
1885,H,22,8,Assez Bien,Bien,Informatique,Licence,1,1,8,1,0
1886,F,39,0,Passable,Passable,Droit,Doctorat,4,3,0,1,0
1887,H,39,10,Bien,Assez Bien,Droit,Doctorat,4,5,5,0,0
1888,H,23,3,Passable,Passable,Gestion,Doctorat,1,1,0,0,0
1889,F,31,15,Bien,Assez Bien,Gestion,Bac,1,4,9,0,0
1890,H,20,12,Passable,Assez Bien,Gestion,Doctorat,4,5,7,1,0
1891,H,31,13,Assez Bien,Passable,Sciences,Bac,2,5,6,0,0
1892,F,30,10,Passable,Passable,Informatique,Doctorat,1,5,5,0,0
1893,H,25,15,Assez Bien,Bien,Gestion,Bac,2,1,1,1,1
1894,F,39,1,Bien,Très Bien,Informatique,Doctorat,3,3,0,1,1
1895,F,32,0,Passable,Passable,Sciences,Bac,4,5,0,0,0
1896,F,37,0,Très Bien,Très Bien,Informatique,Licence,3,3,0,1,0
1897,H,35,9,Passable,Bien,Marketing,Bac,4,3,5,0,0
1898,F,37,14,Assez Bien,Bien,Marketing,Bac,4,2,7,1,0
1899,H,34,13,Très Bien,Bien,Sciences,Licence,2,1,12,1,0
1900,F,20,12,Bien,Assez Bien,Marketing,Licence,2,4,1,0,0
1901,H,28,11,Très Bien,Très Bien,Marketing,Doctorat,1,2,7,0,1
1902,F,21,2,Très Bien,Assez Bien,Droit,Master,2,4,1,0,0
1903,H,36,2,Passable,Assez Bien,Droit,Licence,2,2,0,1,0
1904,H,25,1,Très Bien,Très Bien,Gestion,Master,2,1,0,1,0
1905,H,35,13,Très Bien,Passable,Droit,Licence,2,3,1,0,0
1906,H,33,7,Assez Bien,Passable,Gestion,Licence,3,1,5,0,1
1907,F,33,6,Très Bien,Bien,Marketing,Master,4,4,6,1,0
1908,F,23,10,Passable,Assez Bien,Marketing,Licence,4,1,9,1,0
1909,H,25,7,Passable,Assez Bien,Marketing,Bac,3,4,2,1,1
1910,H,20,14,Très Bien,Passable,Gestion,Bac,4,4,7,1,1
1911,H,39,15,Très Bien,Très Bien,Marketing,Master,3,4,3,0,0
1912,H,38,0,Assez Bien,Assez Bien,Informatique,Master,3,3,0,0,1
1913,H,36,11,Très Bien,Passable,Marketing,Licence,1,3,0,0,1
1914,H,35,14,Passable,Passable,Droit,Master,3,2,11,1,1
1915,H,20,5,Assez Bien,Passable,Informatique,Master,1,4,0,0,1
1916,H,36,5,Passable,Très Bien,Gestion,Bac,3,1,5,1,1
1917,F,32,5,Bien,Bien,Informatique,Licence,1,5,4,0,0
1918,H,28,7,Bien,Passable,Marketing,Master,4,3,1,0,0
1919,F,36,9,Très Bien,Très Bien,Informatique,Licence,2,1,7,1,1
1920,F,31,3,Assez Bien,Bien,Gestion,Master,2,2,3,0,1
1921,F,21,2,Assez Bien,Bien,Informatique,Bac,3,3,2,1,0
1922,F,25,13,Assez Bien,Très Bien,Marketing,Master,4,3,10,1,0
1923,F,36,11,Bien,Bien,Droit,Licence,4,3,10,1,1
1924,F,37,7,Passable,Bien,Gestion,Doctorat,3,4,3,1,1
1925,F,33,0,Passable,Très Bien,Marketing,Licence,3,4,0,1,0
1926,H,26,6,Très Bien,Passable,Marketing,Bac,2,3,5,1,1
1927,F,29,6,Assez Bien,Bien,Informatique,Bac,3,2,0,1,0
1928,H,23,14,Très Bien,Très Bien,Informatique,Licence,3,5,3,0,1
1929,H,31,4,Bien,Passable,Droit,Licence,3,4,3,0,1
1930,H,28,10,Très Bien,Assez Bien,Gestion,Doctorat,4,1,4,1,0
1931,F,31,5,Très Bien,Passable,Sciences,Bac,2,1,4,0,0
1932,H,20,13,Passable,Très Bien,Marketing,Doctorat,1,5,7,0,0
1933,H,39,11,Assez Bien,Assez Bien,Marketing,Bac,3,4,7,0,0
1934,F,35,6,Assez Bien,Passable,Gestion,Licence,3,5,0,0,1
1935,H,32,4,Très Bien,Assez Bien,Gestion,Bac,4,1,0,0,1
1936,H,25,8,Passable,Bien,Droit,Doctorat,4,4,3,1,1
1937,H,24,9,Bien,Passable,Informatique,Bac,4,2,0,1,0
1938,H,36,6,Assez Bien,Passable,Droit,Doctorat,1,4,1,1,0
1939,H,33,6,Assez Bien,Passable,Droit,Master,3,5,4,0,0
1940,F,26,11,Bien,Assez Bien,Sciences,Bac,1,2,3,1,1
1941,F,23,7,Très Bien,Passable,Marketing,Bac,3,3,5,0,1
1942,H,24,14,Passable,Très Bien,Droit,Master,1,1,12,0,1
1943,H,32,3,Assez Bien,Très Bien,Sciences,Bac,1,5,2,0,1
1944,F,24,7,Passable,Très Bien,Marketing,Licence,4,1,5,1,0
1945,F,23,4,Bien,Bien,Sciences,Licence,2,3,4,1,0
1946,F,25,15,Passable,Très Bien,Informatique,Bac,1,3,10,1,1
1947,F,20,7,Bien,Passable,Sciences,Licence,2,4,6,0,0
1948,H,20,3,Très Bien,Très Bien,Droit,Bac,2,1,3,1,1
1949,F,32,15,Bien,Très Bien,Sciences,Doctorat,3,4,11,0,1
1950,F,26,3,Passable,Passable,Droit,Master,4,5,0,0,1
1951,H,27,12,Passable,Passable,Informatique,Doctorat,4,3,5,1,0
1952,H,21,3,Bien,Passable,Gestion,Licence,1,2,0,1,0
1953,F,40,2,Passable,Assez Bien,Droit,Bac,1,5,2,0,0
1954,F,23,3,Très Bien,Passable,Droit,Doctorat,4,4,3,1,0
1955,F,28,9,Passable,Passable,Droit,Master,1,2,4,1,0
1956,F,20,4,Très Bien,Passable,Sciences,Doctorat,4,4,0,0,0
1957,F,29,12,Passable,Assez Bien,Gestion,Bac,3,2,10,0,0
1958,H,39,6,Passable,Assez Bien,Gestion,Licence,2,2,0,0,1
1959,H,20,7,Assez Bien,Très Bien,Sciences,Licence,1,5,0,0,0
1960,H,25,10,Bien,Assez Bien,Informatique,Doctorat,1,1,0,1,1
1961,F,21,7,Bien,Bien,Sciences,Doctorat,4,2,3,0,1
1962,F,21,9,Bien,Assez Bien,Informatique,Doctorat,2,3,1,1,0
1963,F,28,0,Très Bien,Bien,Informatique,Bac,2,2,0,1,0
1964,H,37,12,Bien,Bien,Gestion,Bac,4,5,8,0,0
1965,F,38,1,Bien,Assez Bien,Informatique,Bac,4,4,1,0,0
1966,F,31,0,Bien,Très Bien,Informatique,Bac,1,1,0,1,1
1967,H,25,6,Passable,Passable,Marketing,Doctorat,2,3,6,0,0
1968,F,31,8,Bien,Bien,Gestion,Licence,2,2,2,0,1
1969,F,36,2,Passable,Très Bien,Informatique,Bac,3,4,1,1,0
